intent,question,answer
discussion_max_pax,max group size for discussion room booking,A maximum of 10 people can book a discussion room.
discussion_max_pax,largest number of people allowed in a discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,how many people can fit in a discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,maximum capacity for discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,biggest group size allowed to book a room,A maximum of 10 people can book a discussion room.
discussion_max_pax,how many students max per discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,upper limit of people for a discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,max number of people permitted in a room,A maximum of 10 people can book a discussion room.
discussion_max_pax,how many people can join a discussion room booking,A maximum of 10 people can book a discussion room.
discussion_max_pax,capacity limit for discussion rooms,A maximum of 10 people can book a discussion room.
discussion_book_hour,how many hours can i book a discussion room for,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,what's the minimum booking duration for a room,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,what's the maximum hours allowed per room booking,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,how long can i reserve a discussion room,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,min and max hours for booking a room,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,how many hours am i allowed to book a room,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,duration limit for discussion room booking,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,how long is each room booking slot,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,what's the booking time limit for rooms,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,how many hours max can i use the room,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,shortest and longest time i can book a room,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,hour limit for reserving a discussion room,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_room_booking,can i book a individual room,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,how do i book a individual room,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,is it possible to reserve a individual room,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,how can i reserve a group study room,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,what's the process to book a individual room,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,can students book individual rooms,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,how do i reserve a room for group study,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,steps to book a individual room,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,is individual room booking available,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,how do i apply to book a room,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,can i reserve a room for a group project,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room_booking,how to secure a individual room booking,"Yes, you can book a individual room through the TARCApp under 'Facility Booking'."
individual_room,how many people can use an individual room,Only 1 person is allowed to enter an individual study room at a time.
individual_room,can more than one person use an individual study room,Only 1 person is allowed to enter an individual study room at a time.
individual_room,is individual room for one person only,Only 1 person is allowed to enter an individual study room at a time.
individual_room,how many students allowed in an individual room,Only 1 person is allowed to enter an individual study room at a time.
individual_room,can i bring a friend into an individual room,Only 1 person is allowed to enter an individual study room at a time.
individual_room,is the individual study room single occupancy,Only 1 person is allowed to enter an individual study room at a time.
individual_room,how many people fit in an individual room,Only 1 person is allowed to enter an individual study room at a time.
individual_room,capacity of the individual study room,Only 1 person is allowed to enter an individual study room at a time.
individual_room,can two people share an individual room,Only 1 person is allowed to enter an individual study room at a time.
individual_room,is individual room strictly for one person,Only 1 person is allowed to enter an individual study room at a time.
individual_room,max occupancy for individual study room,Only 1 person is allowed to enter an individual study room at a time.
individual_room,how many can enter the individual room at once,Only 1 person is allowed to enter an individual study room at a time.
individual_book_hour,how many hours can i book a individual room for,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,what's the minimum booking duration for a room,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,what's the maximum hours allowed per room booking,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,how long can i reserve a individual room,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,min and max hours for booking a room,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,how many hours am i allowed to book a room,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,duration limit for individual room booking,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,how long is each room booking slot,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,what's the booking time limit for rooms,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,how many hours max can i use the room,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,shortest and longest time i can book a room,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
individual_book_hour,hour limit for reserving a individual room,You can book a individual room for a minimum of  30 minutes and a maximum of 3 hours per booking.
wifi_connect,is there wifi in the library,"Yes, the library provides free wifi access throughout the building."
wifi_connect,does the library have wifi,"Yes, the library provides free wifi access throughout the building."
wifi_connect,can i connect to wifi in the library,"Yes, the library provides free wifi access throughout the building."
wifi_connect,is wifi available throughout the library,"Yes, the library provides free wifi access throughout the building."
wifi_connect,does the library provide internet access,"Yes, the library provides free wifi access throughout the building."
wifi_connect,is there free wifi at the library,"Yes, the library provides free wifi access throughout the building."
wifi_connect,can i access the internet in the library,"Yes, the library provides free wifi access throughout the building."
wifi_connect,is wifi coverage available in the whole building,"Yes, the library provides free wifi access throughout the building."
wifi_connect,does the library offer wireless internet,"Yes, the library provides free wifi access throughout the building."
wifi_connect,is there internet connection in the library,"Yes, the library provides free wifi access throughout the building."
wifi_connect,can students use wifi in the library,"Yes, the library provides free wifi access throughout the building."
wifi_connect,is wifi accessible for library visitors,"Yes, the library provides free wifi access throughout the building."
wifi_password,how do i connect to the library wifi,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,what's the wifi password,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,how do i login to the wifi network,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,what credentials do i use for wifi,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,how can i access the wifi network,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,what do i need to connect to wifi,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,how do i get wifi access here,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,what's the login for library wifi,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,how to join the wifi network,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,what account do i use to connect to wifi,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,steps to connect to the library wifi,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
wifi_password,how do i sign into the wifi,"To connect, select the 'TARUMT West' wifi network and log in using your student email and password."
ask_borrow_book,can i borrow a book,"Yes, what type of book would you like to borrow?"
ask_borrow_book,am i allowed to borrow a book,"Yes, what type of book would you like to borrow?"
ask_borrow_book,is it possible for me to borrow a book,"Yes, what type of book would you like to borrow?"
ask_borrow_book,can i loan a book from here,"Yes, what type of book would you like to borrow?"
ask_borrow_book,may i borrow a book today,"Yes, what type of book would you like to borrow?"
ask_borrow_book,am i able to borrow a book now,"Yes, what type of book would you like to borrow?"
ask_borrow_book,is borrowing a book allowed for me,"Yes, what type of book would you like to borrow?"
ask_borrow_book,can i take out a book from the library,"Yes, what type of book would you like to borrow?"
ask_borrow_book,would i be able to borrow a book,"Yes, what type of book would you like to borrow?"
ask_borrow_book,is it okay if i borrow a book,"Yes, what type of book would you like to borrow?"
ask_borrow_book,can students borrow a book here,"Yes, what type of book would you like to borrow?"
ask_borrow_book,am i eligible to borrow a book,"Yes, what type of book would you like to borrow?"
institutional_repository,where can i find past year exam papers,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,how do i access the institutional repository,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,where are fyp reports stored,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,how do i download a thesis from the library,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,where can i find postgraduate dissertations online,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,how do i search for past exam papers,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,what is the institutional repository,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,where do i get final year project reports,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,how can i access past semester test papers,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,where is the thesis and dissertation collection,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,how do i log in to the institutional repository,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,where can i download previous exam questions,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
complain_staff,i want to talk to a staff member,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,can i speak to a real person,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,connect me to a librarian,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,i need help from an actual staff member,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,can i speak to someone in person,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,how do i contact library staff directly,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,put me through to a human please,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,the chatbot isn't helping i need a staff member,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,can i email the library for help,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,is there a phone number to call the library,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,i want to file a complaint with staff,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,how do i reach a librarian directly,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
fallback,what is the meaning of life,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,can you recommend me some food,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,what's the weather today,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,can you help me with my assignment,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,sing me a song,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,what's your favorite color,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,tell me a joke,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,who is the president,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,can you do my homework for me,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,what's the capital of france,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,recommend me a movie to watch,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,translate this sentence for me,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
greeting,hi,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hello,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hey there,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,good morning,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,good afternoon,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,good evening,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hey chatbot,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hi there,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hello chatbot,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,yo,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,morning,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hiya,Hi there! Welcome to the Library Chatbot. How can I help you today?
goodbye,bye,Goodbye! Feel free to come back anytime you need help.
goodbye,goodbye,Goodbye! Feel free to come back anytime you need help.
goodbye,see you later,Goodbye! Feel free to come back anytime you need help.
goodbye,thanks bye,Goodbye! Feel free to come back anytime you need help.
goodbye,that's all bye,Goodbye! Feel free to come back anytime you need help.
goodbye,ok bye bye,Goodbye! Feel free to come back anytime you need help.
goodbye,i'm done thanks,Goodbye! Feel free to come back anytime you need help.
goodbye,gotta go bye,Goodbye! Feel free to come back anytime you need help.
goodbye,cya,Goodbye! Feel free to come back anytime you need help.
goodbye,that's it for now bye,Goodbye! Feel free to come back anytime you need help.
goodbye,ok thanks that's all,Goodbye! Feel free to come back anytime you need help.
goodbye,bye chatbot,Goodbye! Feel free to come back anytime you need help.
thanks,thanks,You're welcome! Happy to help.
thanks,thank you,You're welcome! Happy to help.
thanks,thank you so much,You're welcome! Happy to help.
thanks,thanks a lot,You're welcome! Happy to help.
thanks,much appreciated,You're welcome! Happy to help.
thanks,appreciate it,You're welcome! Happy to help.
thanks,thanks for the help,You're welcome! Happy to help.
thanks,great thanks,You're welcome! Happy to help.
thanks,thank you very much,You're welcome! Happy to help.
thanks,noted thanks,You're welcome! Happy to help.
thanks,thanks for that,You're welcome! Happy to help.
thanks,thank you for helping me,You're welcome! Happy to help.
affirm,yes,"Great, let's proceed!"
affirm,yeah,"Great, let's proceed!"
affirm,sure,"Great, let's proceed!"
affirm,correct,"Great, let's proceed!"
affirm,that's right,"Great, let's proceed!"
affirm,yes please,"Great, let's proceed!"
affirm,confirm,"Great, let's proceed!"
affirm,definitely,"Great, let's proceed!"
affirm,ok yes,"Great, let's proceed!"
affirm,sounds good,"Great, let's proceed!"
affirm,yup,"Great, let's proceed!"
affirm,go ahead,"Great, let's proceed!"
deny,no,"No problem, what else can I help you with?"
deny,nope,"No problem, what else can I help you with?"
deny,not that one,"No problem, what else can I help you with?"
deny,cancel that,"No problem, what else can I help you with?"
deny,no thanks,"No problem, what else can I help you with?"
deny,that's wrong,"No problem, what else can I help you with?"
deny,not really,"No problem, what else can I help you with?"
deny,no need,"No problem, what else can I help you with?"
deny,skip this,"No problem, what else can I help you with?"
deny,never mind,"No problem, what else can I help you with?"
deny,that's not it,"No problem, what else can I help you with?"
deny,no don't,"No problem, what else can I help you with?"
postgraduate_lounge,who can use the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,how do i access the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,where is the postgraduate lounge located,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,is the postgraduate lounge open to undergraduates,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,what do i need to enter the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,can undergraduate students use the pg lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,how do i get into the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,is id card required for the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,who is allowed in the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,what facilities are in the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,is the postgraduate lounge for lecturers too,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,access requirements for the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
