intent,question,answer
institutional_repository,where is the thesis and dissertation collection,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,how do i log in to the institutional repository,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
institutional_repository,where can i download previous exam questions,"Past year exam papers, FYP reports and postgraduate theses are stored in the library's Institutional Repository. Log in with your student credentials on the IR portal to search and download."
complain_staff,i want to talk to a staff member,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,can i speak to a real person,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,connect me to a librarian,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,i need help from an actual staff member,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,can i speak to someone in person,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,how do i contact library staff directly,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,put me through to a human please,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,the chatbot isn't helping i need a staff member,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,can i email the library for help,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,is there a phone number to call the library,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,i want to file a complaint with staff,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
complain_staff,how do i reach a librarian directly,"Sure, let me connect you to a librarian. You can also reach us through the Ask a Librarian chat, email, or phone during office hours."
fallback,what is the meaning of life,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,can you recommend me some food,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,what's the weather today,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,can you help me with my assignment,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,sing me a song,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,what's your favorite color,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,tell me a joke,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,who is the president,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,can you do my homework for me,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,what's the capital of france,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,recommend me a movie to watch,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
fallback,translate this sentence for me,"Sorry, I'm not sure how to help with that. I can only assist with library-related questions like borrowing, returning, fines, room booking and more. Could you rephrase your question?"
greeting,hi,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hello,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hey there,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,good morning,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,good afternoon,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,good evening,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hey chatbot,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hi there,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hello chatbot,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,yo,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,morning,Hi there! Welcome to the Library Chatbot. How can I help you today?
greeting,hiya,Hi there! Welcome to the Library Chatbot. How can I help you today?
goodbye,bye,Goodbye! Feel free to come back anytime you need help.
goodbye,goodbye,Goodbye! Feel free to come back anytime you need help.
goodbye,see you later,Goodbye! Feel free to come back anytime you need help.
goodbye,thanks bye,Goodbye! Feel free to come back anytime you need help.
goodbye,that's all bye,Goodbye! Feel free to come back anytime you need help.
goodbye,ok bye bye,Goodbye! Feel free to come back anytime you need help.
goodbye,i'm done thanks,Goodbye! Feel free to come back anytime you need help.
goodbye,gotta go bye,Goodbye! Feel free to come back anytime you need help.
goodbye,cya,Goodbye! Feel free to come back anytime you need help.
goodbye,that's it for now bye,Goodbye! Feel free to come back anytime you need help.
goodbye,ok thanks that's all,Goodbye! Feel free to come back anytime you need help.
goodbye,bye chatbot,Goodbye! Feel free to come back anytime you need help.
thanks,thanks,You're welcome! Happy to help.
thanks,thank you,You're welcome! Happy to help.
thanks,thank you so much,You're welcome! Happy to help.
thanks,thanks a lot,You're welcome! Happy to help.
thanks,much appreciated,You're welcome! Happy to help.
thanks,appreciate it,You're welcome! Happy to help.
thanks,thanks for the help,You're welcome! Happy to help.
thanks,great thanks,You're welcome! Happy to help.
thanks,thank you very much,You're welcome! Happy to help.
thanks,noted thanks,You're welcome! Happy to help.
thanks,thanks for that,You're welcome! Happy to help.
thanks,thank you for helping me,You're welcome! Happy to help.
affirm,yes,"Great, let's proceed!"
affirm,yeah,"Great, let's proceed!"
affirm,sure,"Great, let's proceed!"
affirm,correct,"Great, let's proceed!"
affirm,that's right,"Great, let's proceed!"
affirm,yes please,"Great, let's proceed!"
affirm,confirm,"Great, let's proceed!"
affirm,definitely,"Great, let's proceed!"
affirm,ok yes,"Great, let's proceed!"
affirm,sounds good,"Great, let's proceed!"
affirm,yup,"Great, let's proceed!"
affirm,go ahead,"Great, let's proceed!"
deny,no,"No problem, what else can I help you with?"
deny,nope,"No problem, what else can I help you with?"
deny,not that one,"No problem, what else can I help you with?"
deny,cancel that,"No problem, what else can I help you with?"
deny,no thanks,"No problem, what else can I help you with?"
deny,that's wrong,"No problem, what else can I help you with?"
deny,not really,"No problem, what else can I help you with?"
deny,no need,"No problem, what else can I help you with?"
deny,skip this,"No problem, what else can I help you with?"
deny,never mind,"No problem, what else can I help you with?"
deny,that's not it,"No problem, what else can I help you with?"
deny,no don't,"No problem, what else can I help you with?"
postgraduate_lounge,who can use the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,how do i access the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,where is the postgraduate lounge located,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,is the postgraduate lounge open to undergraduates,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,what do i need to enter the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,can undergraduate students use the pg lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,how do i get into the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,is id card required for the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,who is allowed in the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,what facilities are in the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,is the postgraduate lounge for lecturers too,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
postgraduate_lounge,access requirements for the postgraduate lounge,"The Postgraduate Lounge is reserved for postgraduate students and lecturers, and requires student or staff ID card access."
acc_book,acc book kat mana ah,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,I nak cari acc book,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,acc book di level mana,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,I want to borrow an acc book.,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,Where are acc books?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,Where can I find acc books?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,acc book level what?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,where acc books ah?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,Where is the acc section?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,Which level has the acc books?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,What floor are the acc books on?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,Where can I get an acc book?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
acc_book,Which part of the library has acc books?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,accounting book kat mana ah,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,I nak cari accounting book,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,accounting book di level mana,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,I want to borrow an accounting book.,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,Where are accounting books?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,Where can I find accounting books?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,accounting book level what?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,where accounting books ah?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,Where is the accounting section?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,Which level has the accounting books?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,What floor are the accounting books on?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,Where can I get an accounting book?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
accounting_book,Which part of the library has accounting books?,Accounting books are located on Level 2A under DDC 657. You can borrow them there.
ads_book,ads book kat mana ah,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,I nak cari ads book,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,ads book di level mana,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,I want to borrow ads book.,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,Where are ads books?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,Where can I find ad books?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,ads book level what?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,where ads books ah?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,Where is the ads section?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,Which level has the ads books?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,What floor are the ads books on?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,Where can I get an ads book?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
ads_book,Which part of the library has ads books?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,advertising book kat mana ah,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,I nak cari advertising book,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,advertising book di level mana,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,I want to borrow advertising book.,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,Where are advertising books?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,Where can I find advertising books?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,advertising book level what?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,where advertising books ah?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,Where is the advertising section?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,Which level has the advertising books?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,What floor are the advertising books on?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,Where can I get an advertising book?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
advertising_book,Which part of the library has advertising books?,Advertising books are located on Level 2A under DDC 659.1. You can borrow them there.
algebra_book,algebra book kat mana ah,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,I nak cari algebra book,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,algebra book di level mana,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,I want to borrow algebra book.,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,Where are algebra books?,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,Where can I find algebra books?,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,algebra book level what?,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,where algebra books ah?,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,Where is the algebra section?,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,Which level has the algebra books?,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,What floor are the algebra books on?,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,Where can I get an algebra book?,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
algebra_book,Which part of the library has algebra books?,Algebra books are located on Level 1 under DDC 512. You can borrow them there.
archi_book,archi book kat mana ah,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,I nak cari archi book,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,archi book di level mana,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,I want to borrow archi book.,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,Where are archi books?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,Where can I find archi books?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,archi book level what?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,where archi books ah?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,Where is the archi section?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,Which level has the archi books?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,What floor are the archi books on?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,Where can I get an archi book?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
archi_book,Which part of the library has archi books?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,architecture book kat mana ah,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,I nak cari architecture book,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,architecture book di level mana,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,I want to borrow architecture book.,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,Where are architecture books?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,Where can I find architecture books?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,architecture book level what?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,where architecture books ah?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,Where is the architecture section?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,Which level has the architecture books?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,What floor are the architecture books on?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,Where can I get an architecture book?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
architecture_book,Which part of the library has architecture books?,Architecture books are located on Level 2A under DDC 720. You can borrow them there.
banks_book,banks book kat mana ah,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,I nak cari banks book,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,banks book di level mana,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,I want to borrow banks book.,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,Where are banks books?,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,Where can I find banks books?,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,banks book level what?,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,where banks books ah?,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,Where is the banks section?,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,Which level has the banks books?,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,What floor are the banks books on?,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,Where can I get a banks book?,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
banks_book,Which part of the library has banks books?,Banks books are located on Level 1A under DDC 332.1. You can borrow them there.
bio_book,bio book kat mana ah,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,I nak cari bio book,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,bio book di level mana,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,I want to borrow bio book.,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,Where are bio books?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,Where can I find bio books?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,bio book level what?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,where bio books ah?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,Where is the bio section?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,Which level has the bio books?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,What floor are the bio books on?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,Where can I get a bio book?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
bio_book,Which part of the library has bio books?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,biology book kat mana ah,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,I nak cari biology book,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,biology book di level mana,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,I want to borrow biology book.,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,Where are biology books?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,Where can I find biology books?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,biology book level what?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,where biology books ah?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,Where is the biology section?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,Which level has the biology books?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,What floor are the biology books on?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,Where can I get a biology book?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
biology_book,Which part of the library has biology books?,Biology books are located on Level 1 under DDC 570. You can borrow them there.
broadcasting_book,broadcasting book kat mana ah,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,I nak cari broadcasting book,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,broadcasting book di level mana,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,I want to borrow broadcasting book.,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,Where are broadcasting books?,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,Where can I find broadcasting books?,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,broadcasting book level what?,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,where broadcasting books ah?,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,Where is the broadcasting section?,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,Which level has the broadcasting books?,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,What floor are the broadcasting books on?,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,Where can I get a broadcasting book?,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
broadcasting_book,Which part of the library has broadcasting books?,Broadcasting books are located on Level 1A under DDC 70.19. You can borrow them there.
building_book,building book kat mana ah,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,I nak cari building book,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,building book di level mana,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,I want to borrow building book.,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,Where are building books?,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,Where can I find building books?,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,building book level what?,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,where building books ah?,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,Where is the building section?,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,Which level has the building books?,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,What floor are the building books on?,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,Where can I get a building book?,Building books are located on Level 2A under DDC 690. You can borrow them there.
building_book,Which part of the library has building books?,Building books are located on Level 2A under DDC 690. You can borrow them there.
biz_book,biz book kat mana ah,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,I nak cari biz book,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,biz book di level mana,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,I want to borrow biz book.,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,Where are biz books?,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,Where can I find biz books?,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,biz book level what?,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,where biz books ah?,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,Where is the biz section?,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,Which level has the biz books?,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,What floor are the biz books on?,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,Where can I get a biz book?,Business books are located on Level 2A under DDC 650. You can borrow them there.
biz_book,Which part of the library has biz books?,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,business book kat mana ah,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,I nak cari business book,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,business book di level mana,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,I want to borrow business book.,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,Where are business books?,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,Where can I find business books?,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,business book level what?,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,where business books ah?,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,Where is the business section?,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,Which level has the business books?,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,What floor are the business books on?,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,Where can I get a business book?,Business books are located on Level 2A under DDC 650. You can borrow them there.
business_book,Which part of the library has business books?,Business books are located on Level 2A under DDC 650. You can borrow them there.
calculus_book,calculus book kat mana ah,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,I nak cari calculus book,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,calculus book di level mana,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,I want to borrow calculus book.,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,Where are calculus books?,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,Where can I find calculus books?,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,calculus book level what?,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,where calculus books ah?,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,Where is the calculus section?,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,Which level has the calculus books?,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,What floor are the calculus books on?,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,Where can I get a calculus book?,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
calculus_book,Which part of the library has calculus books?,Calculus books are located on Level 1 under DDC 515. You can borrow them there.
catering_book,catering book kat mana ah,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,I nak cari catering book,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,catering book di level mana,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,I want to borrow catering book.,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,Where are catering books?,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,Where can I find catering books?,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,catering book level what?,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,where catering books ah?,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,Where is the catering section?,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,Which level has the catering books?,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,What floor are the catering books on?,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,Where can I get a catering book?,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
catering_book,Which part of the library has catering books?,Catering books are located on Level 2A under DDC 642.4. You can borrow them there.
chemi_book,chemi book kat mana ah,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,I nak cari chemi book,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,chemi book di level mana,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,I want to borrow chemi book.,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,Where are chemi books?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,Where can I find chem books?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,chemi book level what?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,where chemi books ah?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,Where is the chemi section?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,Which level has the chemi books?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
chemi_book,What floor are the chemi books on?,Chemistry books are located on Level 1 under DDC 540. You can borrow them there.
